,BTC vs SPY,BTC vs QQQ,BTC vs Gold,BTC vs TLT
2016-12-28,-0.04750450307437279,-0.0057778229280401935,0.09381248452538606,0.05326609075705835
2016-12-29,-0.04969878843174724,-0.0078078117670821396,0.09084653368951114,0.05263148229814291
2016-12-30,-0.04786401229358798,-0.004757981129475077,0.09206307001659428,0.051884521640199625
2017-01-03,-0.03798182781625274,0.004580251555564365,0.09833899594436682,0.05636215896329785
2017-01-04,-0.028814600368445006,0.010508381697134908,0.10052695671409151,0.06063830145651259
2017-01-05,-0.02760450203942866,0.001171653904923558,0.07668153336234687,0.031911857830617694
2017-01-06,-0.00927091049330673,0.014443477756189217,0.07552119110026094,0.04494268437048782
2017-01-09,-0.011551641641872518,0.012922551394818647,0.07449103502132211,0.04547977767073301
2017-01-10,-0.011533413819446272,0.0133529178500355,0.07321260394886046,0.043408458988205244
2017-01-11,-0.012188900275650802,0.013556729838192214,0.06434913444209674,0.04180947634956711
2017-01-12,-0.017954837010318685,0.008590623325337098,0.06595883477049765,0.042316425755725584
2017-01-13,-0.015817957703958583,0.011249062996284517,0.06529845445384547,0.03992677259516538
2017-01-17,-0.07670825291978826,-0.05555223760498133,0.10043753433523095,0.09151948107751556
2017-01-18,-0.07767035992545927,-0.05667940528770618,0.10391008404650082,0.09809797479196601
2017-01-19,-0.058373128862035106,-0.05277981128690775,0.09042242220777129,0.08313162136294461
2017-01-20,-0.05679930574523277,-0.05293922587769298,0.09057062923913804,0.08084930000331103
2017-01-23,-0.0367603146080474,-0.027943968840832584,0.08877578510824281,0.08102810472760694
2017-01-24,-0.0349123351520333,-0.026576451207877595,0.08842219319382338,0.08274619143293145
2017-01-25,-0.0337003479521862,-0.02553085987887646,0.08824169781582529,0.08125169122497741
2017-01-26,-0.033656844493343115,-0.024772177611139683,0.08635648568495848,0.08191634419160863
2017-01-27,-0.030792862984450293,-0.01766442031338603,0.08139203208304528,0.08297698815510003
2017-01-30,-0.028550616880710866,-0.015726854681325945,0.0814962286228635,0.08408194848473777
2017-01-31,-0.029534428212817022,-0.01702331931404088,0.09165505550529661,0.08798443650368983
2017-02-01,-0.03023477373430469,-0.016191023885144012,0.09101092344682415,0.0876400774600308
2017-02-02,-0.02886754202349487,-0.017944157072012374,0.09435885662099824,0.085737313468773
2017-02-03,-0.028180331859798922,-0.016972175141917772,0.08845294692086733,0.0824297912972922
2017-02-06,-0.03298975651141722,-0.023799736720837662,0.09145446095619619,0.08293453022317784
2017-02-07,-0.043230827296405476,-0.03244913381965408,0.09763068599451549,0.09896820663039849
2017-02-08,-0.043216276484578,-0.0323510399750836,0.09741201660707956,0.09769705259928581
2017-02-09,-0.048403267987440664,-0.034921586948364836,0.10208684753625946,0.10706486236952822
2017-02-10,-0.051629430458959,-0.03558944123431957,0.10994976492384452,0.10833418512464868
2017-02-13,-0.05532592803385357,-0.03750051286004333,0.11069754777006743,0.11127459333151214
2017-02-14,-0.07173789363673704,-0.05551253319783279,0.13537494998204652,0.11993194246732539
2017-02-15,-0.07748965001535126,-0.062004149089127325,0.13408421817875701,0.12173576093513994
2017-02-16,-0.07709816377398473,-0.06065051844862782,0.13355566922375983,0.12155712670625154
2017-02-17,-0.07710830113975196,-0.05970532838679741,0.1323609033555116,0.12284436342098087
2017-02-21,-0.08054120465712908,-0.06441817723613666,0.14145083419444016,0.12101106127131235
2017-02-22,-0.09215427152336142,-0.07665165735299438,0.15098202763540444,0.12422765662060507
2017-02-23,-0.09250059788618134,-0.08013596979068918,0.15454653437893662,0.12594132221927337
2017-02-24,-0.09189626515931797,-0.07957586135232388,0.15473081320842308,0.12604550654111452
2017-02-27,-0.09117455470222091,-0.0791571086285819,0.15602322005262736,0.12817487415344814
2017-02-28,-0.08981168172191224,-0.07783351548248026,0.15519685867706356,0.12736824714078565
2017-03-01,-0.07894863708739411,-0.07001295989332654,0.15352245852720026,0.11655677421456706
2017-03-02,-0.07929332827146406,-0.07198182348381593,0.15335132609726443,0.11772440460538358
2017-03-03,-0.07875865360346163,-0.07223962187909544,0.1566610312296975,0.11894838172710634
2017-03-06,-0.07697046452814132,-0.07226194566909061,0.15673929922965504,0.1167842651978263
2017-03-07,-0.07357874612677986,-0.06998356562086772,0.16036880139173376,0.11824798365886022
2017-03-08,-0.07151978112198122,-0.07127629282206496,0.16388963634040055,0.12379380746344383
2017-03-09,-0.07102491706785867,-0.07111946827771091,0.16169008858865053,0.11993004671779735
2017-03-10,-0.07374711411613409,-0.07379146311015608,0.15934292967951785,0.11542377779306116
2017-03-13,-0.07566359765119338,-0.0737547981458492,0.1596164463871648,0.10581831471990649
2017-03-14,-0.07642312965678606,-0.0736420542148147,0.15726519653510906,0.10681111018148229
2017-03-15,-0.075970035760196,-0.07342923112933647,0.15664907664945682,0.10686593983765069
2017-03-16,-0.07255024085900412,-0.0713776702931231,0.15607956293551975,0.11037648150035032
2017-03-17,-0.06880348858534027,-0.06911783807468104,0.1524506371172733,0.10157800541905757
2017-03-20,-0.06538790836906373,-0.06868820954964888,0.14842961394935256,0.09934863938421096
2017-03-21,-0.0786126418354827,-0.08182809790897656,0.15437735961279894,0.10637427947964921
2017-03-22,-0.07996474623574802,-0.08736003718076807,0.15093962270032452,0.10155530389506129
2017-03-23,-0.08026633220202958,-0.08742230068810783,0.15183820519307895,0.10292892152922253
2017-03-24,-0.07668750328882683,-0.08790316233085183,0.14733398275557036,0.0960051023994853
2017-03-27,-0.0784902605566331,-0.08465317755812311,0.15165648555514497,0.10112246450080091
2017-03-28,-0.07567390829632939,-0.0806294534518908,0.15827442049250973,0.105016561268369
2017-03-29,-0.07523446867167491,-0.08075147913295196,0.1572576647792256,0.10308346090528578
2017-03-30,-0.07595297420750308,-0.0809248098028973,0.1585976058958714,0.10487069692519053
2017-03-31,-0.07777612755716659,-0.0816618173204521,0.1592571981448378,0.10638651875639986
2017-04-03,-0.07965177411666094,-0.08225543028415165,0.1627349599072095,0.11420294910711057
2017-04-04,-0.07980742564080007,-0.08247208059030123,0.16276784897108523,0.11529320419253146
2017-04-05,-0.07834893388419426,-0.08089732624236129,0.1624609731967743,0.11429504417815631
2017-04-06,-0.0783350097278939,-0.08287651642792385,0.1616678558539662,0.11478331456086519
2017-04-07,-0.07768999586206818,-0.08292646437234102,0.16118277242259255,0.11450151440922078
2017-04-10,-0.07771417010462152,-0.08299215915587714,0.16190622795329074,0.11468070184545778
2017-04-11,-0.07856757509890279,-0.08401631462312203,0.1628151559804522,0.11599545416939687
2017-04-12,-0.07670949331448004,-0.08233525312763618,0.1612952571060237,0.11566974451523739
2017-04-13,-0.07266254047102948,-0.08009284198067465,0.15949961805366658,0.11398370121590265
2017-04-17,-0.06979753473309483,-0.07775426869895631,0.1582941031390596,0.1125703246127842
2017-04-18,-0.06969110634548634,-0.07763241807278108,0.15862089182125727,0.11338585569217911
2017-04-19,-0.06997950832173508,-0.07671353695615754,0.15779205821547046,0.11423729469313564
2017-04-20,-0.0684049001167263,-0.0753600107023357,0.15869419983676905,0.11537574629466987
2017-04-21,-0.06641719154136196,-0.07507617982137364,0.1577648222318128,0.11660929333807547
2017-04-24,-0.06286712272177733,-0.07542461657651323,0.1545580581436148,0.11483445828350942
2017-04-25,-0.060966090822111615,-0.07430903073574158,0.15232765401239703,0.11496409879339253
2017-04-26,-0.06120671965039408,-0.07418536382965933,0.15248381667891062,0.11583252573761554
2017-04-27,-0.06003773222517521,-0.07950489802066225,0.15352569540576147,0.12349392610945525
2017-04-28,-0.05921403985657469,-0.0791605695849012,0.15361493579031268,0.12307893614319053
2017-05-01,-0.055556044274912876,-0.06909723427702853,0.14299366613162867,0.11317393645721717
2017-05-02,-0.052263960092846964,-0.06570590507399729,0.14197075206213364,0.11086098978168436
2017-05-03,-0.051949163545128,-0.0660661315075354,0.13782584296337633,0.11033473369705633
2017-05-04,-0.05327264109293926,-0.06795400663318557,0.13317019491117799,0.10958748624606951
2017-05-05,-0.05295383195099708,-0.06777773170479075,0.13326891314497058,0.11010455298902497
2017-05-08,-0.05480380109810267,-0.06654211050612045,0.12676255516607848,0.1023449486947398
2017-05-09,-0.055127440540461745,-0.06598793466330267,0.1261355806867985,0.10256643674877325
2017-05-10,-0.04985389848002964,-0.06155641362829788,0.12724029297707987,0.10259090140677997
2017-05-11,-0.051763981071862725,-0.06283462859090577,0.12908676748515716,0.10285254169089784
2017-05-12,-0.04839134741144661,-0.06378167136056449,0.1254393905918684,0.09417989112066912
2017-05-15,-0.04904469859352334,-0.06405221778686529,0.12580309311005347,0.09493674192811517
2017-05-16,-0.04753742848711117,-0.06316408233905747,0.1253711210295835,0.0936061033357367
2017-05-17,-0.06502700895387141,-0.08368349014631851,0.13625651030598906,0.10343173070998767
2017-05-18,-0.06379527224762535,-0.08104781364776929,0.13403050091911428,0.1035454243480577
2017-05-19,-0.062101546619753575,-0.08281540133007965,0.1357146667356464,0.10749659149020256
2017-05-22,-0.05532852098249632,-0.07346343026567971,0.13875260527803848,0.10329841820541703
2017-05-23,-0.05367965914019278,-0.07336729235953182,0.1331269676642343,0.09748153378602002
2017-05-24,-0.05201491101303984,-0.07097090117377526,0.13532687637947963,0.10044296797745504
2017-05-25,-0.056310136200779584,-0.07739151172287004,0.1355974492327965,0.09965155469102416
2017-05-26,-0.05534496026533359,-0.07767836162471171,0.12946568283988888,0.09810052991887201
2017-05-30,-0.057246922677764635,-0.07996904768955494,0.13449647105520343,0.09757602212612831
2017-05-31,-0.05375303977686355,-0.0834885168741152,0.13342238698226852,0.09678348026611268
2017-06-01,-0.047779197676770586,-0.08127991749852669,0.13347129834312832,0.0964600961288473
2017-06-02,-0.04633605583004233,-0.07685057121774934,0.13537963791598065,0.10076259805843692
2017-06-05,-0.04477415100528639,-0.07380442288313903,0.12101484657237595,0.0853404492072771
2017-06-06,-0.050061662826209205,-0.07847339469939799,0.1281537321746734,0.09149008273695566
2017-06-07,-0.050632922554747994,-0.08151342352995279,0.13094832256976147,0.09517096476541705
2017-06-08,-0.05075692087411397,-0.08150723634196137,0.12959043122979583,0.09441135762982826
2017-06-09,-0.05140568794943896,-0.0799932270189055,0.13082146650086723,0.09627099613216074
2017-06-12,-0.05081049462301434,-0.07450419838845684,0.13147229421697013,0.0960844898325319
2017-06-13,-0.020799685067233623,-0.048242396584037145,0.11936724475266126,0.08841565267065249
2017-06-14,-0.019224328851855363,-0.041697868991713745,0.12465339363419428,0.06875769211613447
2017-06-15,-0.01787327216876034,-0.039431418068068165,0.12521710827905472,0.06879088828157116
2017-06-16,-0.02225078190420407,-0.043958339709303414,0.1409161621926679,0.06337922849305545
2017-06-19,-0.021390620090949226,-0.04396681785156348,0.14404535659246628,0.06069158265224379
2017-06-20,-0.02521572245775906,-0.04810492609265248,0.14099992943973888,0.06319892475974728
2017-06-21,-0.021337314343136134,-0.04795041193905209,0.11733619781506878,0.05706346648213406
2017-06-22,-0.026622215675309816,-0.05491387898896187,0.1203807763005518,0.06091079066410346
2017-06-23,-0.036132731443109065,-0.06307295866768693,0.12489599720516852,0.06793523593536144
2017-06-26,0.0056950641019538634,-0.016159219784960772,0.1033033343555469,0.03925989038545229
2017-06-27,-0.006656768467442543,-0.030878939442793466,0.10654827845095831,0.0441853175092949
2017-06-28,0.0004124244230480157,-0.02432937517570648,0.10411135691422305,0.04473947035394517
2017-06-29,0.010336100442648032,-0.013608217010516625,0.10660268658617093,0.045236365453098226
2017-06-30,-0.0031140941372398384,-0.021350956508406613,0.10425720271342181,0.043470007213150766
2017-07-03,-0.0024520039811960163,-0.026328004276564024,0.09777412751322029,0.04284671797775189
2017-07-05,-0.004593266832240272,-0.026707308178701802,0.10041796801786233,0.04604123249575326
2017-07-06,-0.004283930929477957,-0.026540746558189277,0.10019214520065474,0.04623713680192491
2017-07-07,-0.010998216192771316,-0.03104235808136218,0.10313359896530445,0.05010340383215015
2017-07-10,-0.022413981882862855,-0.04509995932994119,0.09743700375243877,0.043961831328823905
2017-07-11,-0.019695506385787927,-0.04316458577871973,0.09267475104303385,0.03912560929006938
2017-07-12,-0.019574715217331208,-0.040713364761722014,0.0997689055813362,0.04673748944396034
2017-07-13,-0.020442248983107036,-0.04233885494198709,0.10366570964328387,0.05296080965068379
2017-07-14,-0.025466706077324087,-0.04857788668826489,0.09543731590212311,0.051605411635100164
2017-07-17,-0.025251166683430817,-0.04842256154782518,0.09496305232910286,0.05165258819118601
2017-07-18,-0.025689291030704664,-0.04597310068711106,0.09821832967395006,0.056385786082998365
2017-07-19,-0.028432564866337974,-0.048336142869310574,0.09827859348422159,0.05668431240539381
2017-07-20,-0.025997067341756126,-0.041381949392789275,0.0937722462329334,0.061996218831724785
2017-07-21,-0.024779473459177265,-0.04029938586879263,0.08809266537127157,0.05809272716928147
2017-07-24,-0.02308863496656556,-0.037586120027821385,0.08563679574419457,0.05752554611460058
2017-07-25,-0.025589446662928856,-0.03355733461493473,0.08820024461812068,0.06952345464912905
2017-07-26,-0.025322673500721322,-0.03432369372492792,0.08573566378139134,0.06906938416985144
2017-07-27,-0.02685003037574008,-0.039370928660754506,0.08653004473125765,0.06645122601279431
2017-07-28,-0.028299075194748252,-0.040265720578995676,0.09083172153718248,0.07006195658305522
2017-07-31,-0.028608378674832933,-0.04143965408392883,0.09192287044507517,0.0710726959909228
2017-08-01,-0.03307248094317115,-0.03745996517324768,0.0953428073523521,0.05262248764615999
2017-08-02,-0.04833447127897167,-0.05171889472877471,0.1098071226868672,0.03843809272653641
2017-08-03,-0.051016209854380434,-0.05465914041907492,0.1124000764089831,0.042138579722008636
2017-08-04,-0.05049387634619189,-0.054701388987529714,0.10894424935268579,0.03755439795259037
2017-08-07,-0.04331158508245378,-0.038831814165293785,0.10159351390114313,0.03782213625522233
2017-08-08,-0.043095924941098436,-0.038419233554653986,0.10197365574183517,0.0370252002295164
2017-08-09,-0.042679295012565725,-0.03712047536433269,0.0968515179017789,0.036527572170161705
2017-08-10,-0.04311955784458853,-0.037607199885203994,0.09715802487574798,0.03694010495695671
2017-08-11,-0.04060582775543201,-0.0298049389556822,0.10035894462833858,0.03601320361243152
2017-08-14,-0.008933953025802813,0.00025127609995273536,0.07984864958822417,0.024575748222665242
2017-08-15,-0.006562578844201578,0.002360154944840188,0.08609376994345058,0.0215157088027923
2017-08-16,-0.0048013172024460255,0.0035930919677968514,0.08905109637235165,0.023771234119603663
2017-08-17,0.001266350395632511,0.009202059317774194,0.08767493184078323,0.02311677306425416
2017-08-18,0.003281121976500791,0.010102649245888152,0.08887791439620148,0.023219363085243815
2017-08-21,0.002816931953113688,0.01128171731567555,0.08567477530853207,0.021059479832318213
2017-08-22,0.005745620542752645,0.014251476362513237,0.08486194886278163,0.01908024940561937
2017-08-23,0.005838723485830445,0.014203390044562794,0.08502213607651957,0.019662729668656197
2017-08-24,0.002595931768068858,0.011062673798294273,0.08178763687428088,0.017605327540679665
2017-08-25,0.0022946914707052857,0.010651824643578271,0.08160068189717098,0.016960650368276556
2017-08-28,0.002108079521915761,0.010504869386020205,0.07930786879871896,0.016591025285871353
2017-08-29,0.00393283859673229,0.01206353606702428,0.07870709830706393,0.021777824490799017
2017-08-30,0.0028997204897133746,0.010109654190548576,0.07865918087799235,0.021640629039545042
2017-08-31,0.0041491038100771715,0.012430586528241895,0.08113831306178075,0.022825332337305344
2017-09-01,0.004435082357919496,0.01179682847525853,0.08266379750585913,0.019963221519691807
2017-09-05,0.020141129165877632,0.026251930208408603,0.06539311442860259,-0.005095288695088383
2017-09-06,0.020002913565016208,0.023902033505815455,0.051840473013331605,-0.013446996842241604
2017-09-07,0.020076543433276993,0.023734806563641533,0.050391209588266636,-0.014545285734226393
2017-09-08,0.023136568489629455,0.03525987317193071,0.05224207611228601,-0.010471161236936375
2017-09-11,0.01340105390868396,0.027923956553985364,0.0551213987718717,-0.00973700293725808
2017-09-12,0.02079909149885956,0.03511884064299498,0.05402113060196228,-0.008392628826949942
2017-09-13,0.01946288254254127,0.03386620064619333,0.059804341464487445,-0.005954847466731523
2017-09-14,0.022264968868268044,0.04979080692031937,0.047224102371657035,-0.016065173115596364
2017-09-15,0.025840553722510425,0.056255994956970444,0.03639087079968007,-0.015601848491335071
2017-09-18,0.02761382354939477,0.052477059362980395,0.02338266799214345,-0.022155199068578012
2017-09-19,0.02731120669715373,0.05171404197891121,0.022386722023651145,-0.021081748029100334
2017-09-20,0.02727647793463508,0.05245773585170104,0.023723725923035854,-0.020784258024845507
2017-09-21,0.03693255216351645,0.06201842538158694,0.035554568003489724,-0.01765542378731577
2017-09-22,0.03806027212771978,0.06318513921579429,0.035350700734705774,-0.01704060000423519
2017-09-25,0.03482431562856562,0.05277323236073162,0.04413933703079046,-0.011163930700907487
2017-09-26,0.03508323529214096,0.05258252626331022,0.04615274669408316,-0.010847359272692996
2017-09-27,0.04010340622152787,0.060736793081250344,0.037205271496236814,-0.022297693288850395
2017-09-28,0.04086835994817888,0.06106370588419604,0.036457861012475674,-0.02206106505451646
